Title,Auther,Product_URL,Book_type,Original_Price,Discounted_Price,ISBN_10,Published_Date,Publisher,No_of_pages
Mist's Edge,T.A. White,https://www.booktopia.com.au/book/9781370483051.html,ePUB,5.48,5.48,1370483058,28-11-2017,T.A. White,
Spanish for Geniuses,Andromeda Jones,https://www.booktopia.com.au/book/9781370211678.html,ePUB,,,1370211678,01-03-2017,Andromeda Jones,
Split Second,David Baldacci,https://www.booktopia.com.au/book/9781529003314.html,Paperback,19.99,19.99,1529003318,12-11-2019,Pan Macmillan UK,608
The 7 Second CV,James Reed,https://www.booktopia.com.au/book/9780753553084.html,ePUB,18.99,18.99,753553082,03-01-2019,Ebury Publishing,208
Rage,Wilbur Smith,https://www.booktopia.com.au/book/9780330473033.html,ePUB,13.95,10.5,330473034,04-09-2008,,0
The Hairy Bikers' Big Book of Baking,Hairy Bikers,https://www.booktopia.com.au/book/9780297868385.html,ePUB,19.99,19.99,297868381,01-03-2012,Orion,224
Four Blind Mice,James Patterson,https://www.booktopia.com.au/book/9780755387144.html,ePUB,12.99,12.99,755387147,23-06-2011,Headline,330
The Outcast Dead,Elly Griffiths,https://www.booktopia.com.au/book/9780857388926.html,ePUB,11.99,11.99,857388924,30-01-2014,Quercus,400
Peace Comes to Honeyfield,Anna Jacobs,https://www.booktopia.com.au/book/9780749020552.html,Paperback,24.99,24.5,749020555,01-05-2019,Faber Factory,352
Revenge of the Middle-Aged Woman,Elizabeth Buchan,https://www.booktopia.com.au/book/9780141924434.html,ePUB,15.99,15.99,141924438,02-08-2007,Penguin Books Ltd,384
New York 2140,Kim Stanley Robinson,https://www.booktopia.com.au/book/9780316262330.html,ePUB,19.99,19.99,316262331,21-03-2017,Orbit,480
Letters from a Stoic,Seneca,https://www.booktopia.com.au/book/9780141914527.html,ePUB,10.99,10.99,141914521,26-08-2004,Penguin Books Ltd,256
Kingdom of Fear,Hunter S Thompson,https://www.booktopia.com.au/book/9780241958735.html,ePUB,15.99,15.99,241958733,24-11-2011,Penguin Books Ltd,384
The Templar's Code,Chloe M. Palov,https://www.booktopia.com.au/book/9780141960654.html,ePUB,15.99,15.99,141960655,28-10-2010,Penguin Books Ltd,528
"Once, Twice, Three Times an Aisling",Emer McLysaght,https://www.booktopia.com.au/book/9781405938259.html,ePUB,15.99,15.99,1405938250,19-09-2019,Penguin Books Ltd,416
The Leopard,Jo Nesbo,https://www.booktopia.com.au/book/9781407086071.html,ePUB,15.99,15.99,1407086073,20-01-2011,Random House,752
The Sixth Extinction,Elizabeth Kolbert,https://www.booktopia.com.au/book/9781408851234.html,ePUB,15.99,13.99,1408851237,13-02-2014,Bloomsbury Publishing,336
The Republic of Thieves,Scott Lynch,https://www.booktopia.com.au/book/9780575088238.html,ePUB,12.99,12.99,575088230,10-10-2013,Orion,880
Vile Bodies,Evelyn Waugh,https://www.booktopia.com.au/book/9780141190693.html,ePUB,15.99,15.99,141190698,31-05-2012,Penguin Books Ltd,256
Friends In High Places,Donna Leon,https://www.booktopia.com.au/book/9781407070544.html,ePUB,15.99,15.99,1407070541,13-04-2010,Random House,336
Wanderers,Chuck Wendig,https://www.booktopia.com.au/book/9780399182112.html,ePUB,23.99,19.99,039918211X,02-07-2019,Random House Worlds,
Close Call,Stella Rimington,https://www.booktopia.com.au/book/9781408841068.html,ePUB,17.58,14.99,1408841061,03-07-2014,Bloomsbury Publishing,352
As I Walked Out One Midsummer Morning,Laurie Lee,https://www.booktopia.com.au/book/9780141397030.html,ePUB,14.99,14.99,141397039,26-06-2014,Penguin Books Ltd,224
A Lion Among Men,Gregory Maguire,https://www.booktopia.com.au/book/9780061981746.html,ePUB,10.99,10.99,61981745,06-10-2009,HarperCollins,400
Seeing Behind the Veil,Ana Werner,https://www.booktopia.com.au/book/9780768442830.html,Paperback,46.25,46.25,768442834,18-09-2018,DESTINY IMAGE INC,240
The Humans,Matt Haig,https://www.booktopia.com.au/book/9780857868770.html,ePUB,21.08,16.99,857868772,09-05-2013,Canongate Books,304
5 Ingredients - Quick & Easy Food,Jamie Oliver,https://www.booktopia.com.au/book/9781405935616.html,ePUB,19.99,19.99,1405935618,24-08-2017,Penguin Books Ltd,288
Fred & Rose,Howard Sounes,https://www.booktopia.com.au/book/9781405512176.html,ePUB,11.99,11.99,1405512172,05-09-2011,"Little, Brown Book Group",384
Anatomy Of The Spirit,Caroline Myss,https://www.booktopia.com.au/book/9781407056982.html,ePUB,14.5,14.5,1407056980,26-01-2010,Random House,320
The Jeeves Omnibus - Vol 1,P G Wodehouse,https://www.booktopia.com.au/book/9781407070711.html,ePUB,17.99,17.99,1407070711,29-02-2012,Random House,592
The Secret History,Donna Tartt,https://www.booktopia.com.au/book/9781405529631.html,ePUB,11.99,11.99,1405529636,02-05-2013,"Little, Brown Book Group",544
Kill Your Friends,John Niven,https://www.booktopia.com.au/book/9781407010953.html,ePUB,15.99,15.99,1407010956,16-12-2008,Random House,336
The House on the Strand,Daphne du Maurier,https://www.booktopia.com.au/book/9780316252997.html,ePUB,9.99,9.99,316252999,17-12-2013,"Little, Brown and Company",352
The Infinite Game,Simon Sinek,https://www.booktopia.com.au/book/9780241979723.html,ePUB,19.99,19.99,241979722,15-10-2019,Penguin Books Ltd,256
"Mary, Mary",James Patterson,https://www.booktopia.com.au/book/9780755387199.html,ePUB,12.99,12.99,755387198,28-04-2011,Headline,327
Dark Places,Gillian Flynn,https://www.booktopia.com.au/book/9780297855873.html,ePUB,12.99,11.99,297855875,14-05-2009,Orion,368
Shadow Hunter,Geoffrey Archer,https://www.booktopia.com.au/book/9781448151523.html,ePUB,15.99,15.99,144815152X,17-08-2012,Random House,320
Glow,W. H. Beck,https://www.booktopia.com.au/book/9780544759213.html,ePUB,11.99,11.99,544759214,15-12-2015,HarperCollins,32
The Night Stalker,Chris Carter,https://www.booktopia.com.au/book/9780857202970.html,Paperback,22.99,20.4,857202979,01-03-2012,Simon & Schuster UK,464
Cinderella Sister,Dilly Court,https://www.booktopia.com.au/book/9781407071879.html,ePUB,15.99,15.99,1407071874,02-06-2011,Random House,512
The Devil's Alternative,Frederick Forsyth,https://www.booktopia.com.au/book/9781407096186.html,ePUB,15.99,15.99,1407096184,30-05-2011,Random House,496
Regeneration,Pat Barker,https://www.booktopia.com.au/book/9780141906430.html,ePUB,15.99,15.99,014190643X,01-05-2008,Penguin Books Ltd,256
Beethoven,Jan Swafford,https://www.booktopia.com.au/book/9780544245587.html,ePUB,45.8,45.8,054424558X,05-08-2014,,994
Blink,Malcolm Gladwell,https://www.booktopia.com.au/book/9780141930183.html,ePUB,15.99,15.99,141930187,23-02-2006,Penguin Books Ltd,304
Spider-Man,Todd McFarlane,https://www.booktopia.com.au/book/9780785160069.html,Paperback,49.99,37.25,078516006X,22-01-2013,Marvel Comics,192
The Winter King,Bernard Cornwell,https://www.booktopia.com.au/book/9780141952123.html,ePUB,15.99,15.99,141952121,01-11-2007,Penguin Books Ltd,512
Small Island,Andrea Levy,https://www.booktopia.com.au/book/9780755307500.html,Paperback,24.99,21.75,075530750X,01-01-2010,Headline,560
The Whisper Man,Alex North,https://www.booktopia.com.au/book/9781405936019.html,ePUB,15.99,15.99,1405936010,13-06-2019,Penguin Books Ltd,400
Body Of Evidence,Patricia Cornwell,https://www.booktopia.com.au/book/9780748109272.html,ePUB,11.99,11.99,748109277,04-09-2008,"Little, Brown Book Group",400
Someone to Trust,Mary Balogh,https://www.booktopia.com.au/book/9780349419220.html,Paperback,22.99,20.4,349419221,27-11-2018,Little Brown,400
Grand Union,Zadie Smith,https://www.booktopia.com.au/book/9780241983133.html,ePUB,15.99,15.99,241983134,03-10-2019,Penguin Books Ltd,304
Magnus Chase and the Ship of the Dead (Book 3),Rick Riordan,https://www.booktopia.com.au/book/9780141342610.html,ePUB,9.99,9.99,141342617,03-10-2017,Penguin Random House Children's UK,528
The Beautiful Summer,Cesare Pavese,https://www.booktopia.com.au/book/9780241983409.html,ePUB,15.99,15.99,241983401,07-06-2018,Penguin Books Ltd,112
Dune Messiah,Frank Herbert,https://www.booktopia.com.au/book/9780575104426.html,ePUB,24.99,24.99,575104422,14-07-2011,Orion,416
Cage of Deceit,Jennifer Anne Davis,https://www.booktopia.com.au/book/9780998151649.html,ePUB,,,998151645,19-06-2019,Reign Publishing,
The Testing Guide,Joelle Charbonneau,https://www.booktopia.com.au/book/9780544084780.html,ePUB,4.99,4.99,544084780,01-05-2013,HarperCollins,
The Orphan's Tales,Catherynne Valente,https://www.booktopia.com.au/book/9780553903102.html,ePUB,10.27,9.99,553903101,31-10-2006,Random House Worlds,
Best ever recipes,Slimming World,https://www.booktopia.com.au/book/9781409003175.html,ePUB,21.99,21.99,1409003175,30-04-2014,Ebury Publishing,208
Kane and Abel,Jeffrey Archer,https://www.booktopia.com.au/book/9780330461931.html,ePUB,13.95,10.5,330461931,04-09-2008,,200
The Moon is Down,John Steinbeck,https://www.booktopia.com.au/book/9780141912554.html,ePUB,15.99,15.99,141912553,30-11-2000,Penguin Books Ltd,144
The Gladiator (Eagles of the Empire 9),Simon Scarrow,https://www.booktopia.com.au/book/9780755353453.html,ePUB,12.99,12.99,755353455,06-08-2009,Headline,320
2nd Chance,James Patterson,https://www.booktopia.com.au/book/9780755349272.html,Paperback,22.99,22.9,075534927X,01-08-2009,Headline,432
Corridors Of Power,C.P. Snow,https://www.booktopia.com.au/book/9780755118397.html,PDF,14.9,14.9,755118391,16-01-2010,,368
The Separation,Dinah Jefferies,https://www.booktopia.com.au/book/9780241966068.html,ePUB,15.99,15.99,024196606X,22-05-2014,Penguin Books Ltd,320
The Wasp Factory,Iain Banks,https://www.booktopia.com.au/book/9780748109951.html,ePUB,11.99,11.99,748109951,04-09-2008,"Little, Brown Book Group",256
The Last Man,Vince Flynn,https://www.booktopia.com.au/book/9780857208750.html,ePUB,4.99,4.99,857208756,13-11-2012,Simon & Schuster UK,448
Orlando,Virginia Woolf,https://www.booktopia.com.au/book/9780857863430.html,ePUB,13.74,11.99,857863436,05-01-2012,Canongate Books,192
Use of Weapons,Iain M. Banks,https://www.booktopia.com.au/book/9780748110087.html,ePUB,12.99,12.99,748110089,04-09-2008,"Little, Brown Book Group",432
Ruth's First Christmas Tree,Elly Griffiths,https://www.booktopia.com.au/book/9780544147775.html,ePUB,4.99,4.99,544147774,11-12-2012,HarperCollins,
Warbreaker,Brandon Sanderson,https://www.booktopia.com.au/book/9780575097476.html,ePUB,11.99,11.99,575097477,29-12-2011,Orion,688
Tripwire,Lee Child,https://www.booktopia.com.au/book/9781407070216.html,ePUB,16.99,16.99,1407070215,04-09-2008,Transworld,560
Agent Running in the Field,John le Carré,https://www.booktopia.com.au/book/9780241986554.html,ePUB,15.99,15.99,241986559,17-10-2019,Penguin Books Ltd,272
The Darkness,Ragnar Jónasson,https://www.booktopia.com.au/book/9781405930819.html,ePUB,15.99,15.99,1405930810,15-03-2018,Penguin Books Ltd,400
How to be Both,Ali Smith,https://www.booktopia.com.au/book/9780241965610.html,ePUB,15.99,15.99,241965616,28-08-2014,Penguin Books Ltd,320
What Are You Looking At?,Will Gompertz,https://www.booktopia.com.au/book/9780670920501.html,ePUB,16.99,16.99,670920509,06-09-2012,Penguin Books Ltd,464
Glory in Death,J.D. Robb,https://www.booktopia.com.au/book/9780748121762.html,ePUB,11.99,11.99,748121765,07-10-2010,"Little, Brown Book Group",336
Exile,James Swallow,https://www.booktopia.com.au/book/9781785760457.html,Paperback,27.99,25.4,1785760459,24-04-2018,Bonnier,576
Caesar,Adrian Goldsworthy,https://www.booktopia.com.au/book/9780297864004.html,ePUB,17.99,17.99,297864009,18-04-2013,Orion,704
"Teddy Suhren, Ace of Aces",Teddy Shuren,https://www.booktopia.com.au/book/9781306863421.html,E-Book,,,1306863422,01-01-2011,Frontline Books,249
I Looked Away,Jane Corry,https://www.booktopia.com.au/book/9780241984642.html,ePUB,15.99,15.99,241984645,21-06-2019,Penguin Books Ltd,464
New Joe Abercrombie Novel #1,Joe Abercrombie,https://www.booktopia.com.au/book/9780316187169.html,Hardcover,46.75,46.75,031618716X,17-09-2019,ORBIT,480
Novacene,James Lovelock,https://www.booktopia.com.au/book/9780241399378.html,ePUB,16.99,16.99,241399378,04-07-2019,Penguin Books Ltd,160
The Moral Economists,Tim Rogan,https://www.booktopia.com.au/book/9781400888023.html,ePUB,47.29,37.99,1400888026,18-12-2017,Princeton University Press,280
Silence Of The Grave,Arnaldur Indridason,https://www.booktopia.com.au/book/9781407020952.html,ePUB,15.99,15.99,1407020951,26-12-2008,Random House,304
From the Dead,Mark Billingham,https://www.booktopia.com.au/book/9780751540031.html,Paperback,22.99,20.4,075154003X,31-05-2011,Little Brown,496
Scoop,Evelyn Waugh,https://www.booktopia.com.au/book/9780141907178.html,ePUB,15.99,15.99,141907177,31-05-2012,Penguin Books Ltd,240
Soul Music,Terry Pratchett,https://www.booktopia.com.au/book/9781407034935.html,ePUB,14.99,14.99,1407034936,27-05-2009,Transworld,432
Natural Causes,James Oswald,https://www.booktopia.com.au/book/9781405913157.html,ePUB,15.99,15.99,1405913150,22-11-2012,Penguin Books Ltd,400
The Good Liar,Nicholas Searle,https://www.booktopia.com.au/book/9780241973288.html,ePUB,15.99,15.99,241973287,31-12-2015,Penguin Books Ltd,288
A Christmas Carol,Charles Dickens,https://www.booktopia.com.au/book/9780553897050.html,ePUB,8.55,7.99,553897055,26-11-2002,Random House Publishing Group,
X-Men,Chris Claremont,https://www.booktopia.com.au/book/9780785171454.html,ePUB,24.93,20.99,785171452,13-03-2019,Marvel Entertainment,
Taunting Destiny,Amelia Hutchins,https://www.booktopia.com.au/book/9781301211227.html,ePUB,6.99,6.99,1301211222,30-07-2015,Amelia Hutchins,
"How to Care for Aging Parents, 3rd Edition",Virginia Morris,https://www.booktopia.com.au/book/9780761178668.html,ePUB,23.99,23.99,076117866X,11-02-2014,Workman Publishing Company,688
Fingersmith,Sarah Waters,https://www.booktopia.com.au/book/9780748129232.html,ePUB,11.99,11.99,748129235,03-02-2011,"Little, Brown Book Group",560
No Further Questions,Gillian McAllister,https://www.booktopia.com.au/book/9781405934671.html,ePUB,15.99,15.99,1405934670,02-07-2018,Penguin Books Ltd,400
A Fall of Marigolds,Susan Meissner,https://www.booktopia.com.au/book/9781101625545.html,ePUB,23.99,19.99,1101625546,04-02-2014,Penguin Publishing Group,304
The Book of Chuang Tzu,Chuang Tzu,https://www.booktopia.com.au/book/9780141913995.html,ePUB,14.99,14.99,141913991,30-11-2006,Penguin Books Ltd,352
Introducing Political Philosophy,Principal Lecturer in Psychology Dave Robinson,https://www.booktopia.com.au/book/9781281372048.html,E-Book,,,1281372048,01-01-2006,Icon Books Limited,176
My Cousin Rachel,Daphne du Maurier,https://www.booktopia.com.au/book/9780316252966.html,ePUB,13.99,13.99,316252964,17-12-2013,"Little, Brown and Company",352
Close Your Eyes,Michael Robotham,https://www.booktopia.com.au/book/9781405530668.html,ePUB,9.99,9.99,1405530669,06-08-2015,"Little, Brown Book Group",400
Girl,Edna O'Brien,https://www.booktopia.com.au/book/9780571341191.html,ePUB,13.19,11.99,571341195,03-09-2019,Faber & Faber,320
Hour Game,David Baldacci,https://www.booktopia.com.au/book/9781455550791.html,Paperback,42.52,42.52,1455550795,25-03-2014,GRAND CENTRAL PUBL,512
Dying to Be Me,Anita Moorjani,https://www.booktopia.com.au/book/9781401937522.html,ePUB,24.93,20.01,1401937527,08-03-2022,Hay House,191
The Betrayal,Helen Dunmore,https://www.booktopia.com.au/book/9780141946030.html,ePUB,15.99,15.99,141946032,29-04-2010,Penguin Books Ltd,336
Fool Moon : Dresden Files,Jim Butcher,https://www.booktopia.com.au/book/9780356500287.html,Paperback,22.9,22.9,356500284,05-05-2011,Little Brown,341
Storytime for 2 Year Olds,,https://www.booktopia.com.au/book/9780857346568.html,Hardcover,20.99,5.95,857346563,01-09-2012,Bonnier Books Ltd,48
Andrew Carnegie,David Nasaw,https://www.booktopia.com.au/book/9781101201794.html,ePUB,17.14,13.99,1101201797,30-10-2007,Penguin Publishing Group,896
Down to the Woods,M. J. Arlidge,https://www.booktopia.com.au/book/9781405925679.html,ePUB,15.99,15.99,1405925671,20-09-2018,Penguin Books Ltd,368
"Life, Death and Vanilla Slices",Jenny Eclair,https://www.booktopia.com.au/book/9780748127726.html,ePUB,12.99,12.99,748127720,05-07-2012,"Little, Brown Book Group",320
The Lords of the Wind,C.J. Adrien,https://www.booktopia.com.au/book/9780989929158.html,ePUB,8.23,8.23,989929159,07-07-2019,C.J. Adrien,
Love,Toni Morrison,https://www.booktopia.com.au/book/9781407020358.html,ePUB,15.99,15.99,1407020358,26-12-2008,Random House,208
The Blissful Baby Expert,Lisa Clegg,https://www.booktopia.com.au/book/9781473501539.html,ePUB,19.99,19.99,1473501539,06-02-2014,Ebury Publishing,368
The Elephant Whisperer,Anthony Lawrence,https://www.booktopia.com.au/book/9780283070891.html,ePUB,13.95,10.4,283070897,05-06-2009,,0
Man's Search for Meaning,Viktor E. Frankl,https://www.booktopia.com.au/book/9780807014288.html,ePUB,16.75,16.75,807014281,01-06-2006,,0
Tom Clancy's Support and Defend,Mark Greaney,https://www.booktopia.com.au/book/9781405919319.html,ePUB,15.99,15.99,1405919310,22-07-2014,Penguin Books Ltd,416
Soldiers Of The Queen,Max Hennessy,https://www.booktopia.com.au/book/9780755128082.html,ePUB,8.79,7.99,755128087,01-10-2015,House of Stratus,366
Revolution 1989,Victor Sebestyen,https://www.booktopia.com.au/book/9780297857884.html,ePUB,19.99,19.99,297857886,30-07-2009,Orion,576
Feral,George Monbiot,https://www.booktopia.com.au/book/9780141975597.html,ePUB,15.99,15.99,141975598,30-05-2013,Penguin Books Ltd,256
Paths of Glory,Jeffrey Archer,https://www.booktopia.com.au/book/9780230741928.html,ePUB,13.95,10.5,230741924,11-12-2009,,400
Ways of Seeing,John Berger,https://www.booktopia.com.au/book/9780141917986.html,ePUB,14.99,14.99,141917989,25-09-2008,Penguin Books Ltd,176
The Killing Type,Jane Corry,https://www.booktopia.com.au/book/9780241984581.html,ePUB,,,241984580,17-05-2018,Penguin Books Ltd,40
Pretty Little Liars,Sara Shepard,https://www.booktopia.com.au/book/9780748124619.html,ePUB,11.99,11.99,748124616,04-11-2010,"Little, Brown Book Group",256
Black Notice,Patricia Cornwell,https://www.booktopia.com.au/book/9780751544831.html,Paperback,22.99,20.4,751544833,01-11-2010,Little Brown,464
Trace,Patricia Cornwell,https://www.booktopia.com.au/book/9780748109685.html,ePUB,11.99,11.99,748109684,04-09-2008,"Little, Brown Book Group",496
"Love, Iris",Elizabeth Noble,https://www.booktopia.com.au/book/9780241392102.html,ePUB,15.99,15.99,241392101,27-12-2018,Penguin Books Ltd,480
Tower Lord,Anthony Ryan,https://www.booktopia.com.au/book/9781405525954.html,ePUB,12.99,12.99,1405525959,03-07-2014,"Little, Brown Book Group",624
The Goldfinch,Donna Tartt,https://www.booktopia.com.au/book/9781405529518.html,ePUB,12.99,12.99,1405529512,22-10-2013,"Little, Brown Book Group",784
One Flew Over the Cuckoo's Nest,Ken Kesey,https://www.booktopia.com.au/book/9780141915067.html,ePUB,15.99,15.99,141915064,23-08-2011,Penguin Books Ltd,320
Eclipse,Stephenie Meyer,https://www.booktopia.com.au/book/9780748112531.html,ePUB,11.99,11.99,748112537,26-02-2009,"Little, Brown Book Group",672
The Retribution,Val McDermid,https://www.booktopia.com.au/book/9780748125784.html,ePUB,11.99,11.99,748125787,01-09-2011,"Little, Brown Book Group",544
Christmas Bells,Jennifer Chiaverini,https://www.booktopia.com.au/book/9781101984796.html,Paperback,44.9,44.9,1101984791,11-10-2016,Penguin Group USA,352
If You Were Me,Sheila O'Flanagan,https://www.booktopia.com.au/book/9780755378500.html,ePUB,11.99,11.99,755378504,03-07-2014,Headline,464
The Fifth Queen,Ford Madox Ford,https://www.booktopia.com.au/book/9780307744920.html,ePUB,17.14,13.99,307744922,04-10-2011,Knopf Doubleday Publishing Group,
The Wall,John Lanchester,https://www.booktopia.com.au/book/9780571298716.html,ePUB,13.19,11.99,571298710,15-01-2019,Faber & Faber,320
Before We Was We,Mike Barson,https://www.booktopia.com.au/book/9780753553947.html,ePUB,15.99,15.99,753553945,10-10-2019,Ebury Publishing,320
Red Country,Joe Abercrombie,https://www.booktopia.com.au/book/9780575095854.html,ePUB,12.99,12.99,575095857,18-10-2012,Orion,560
"Go Programming Language, The",Alan Donovan,https://www.booktopia.com.au/book/9780134190563.html,ePUB,51.95,46.99,134190564,16-11-2015,Pearson Education,0
Tempting Fate,Jane Green,https://www.booktopia.com.au/book/9780141967318.html,ePUB,15.99,15.99,141967315,12-09-2013,Penguin Books Ltd,400
Provided You Don't Kiss Me,Duncan Hamilton,https://www.booktopia.com.au/book/9780007283033.html,ePUB,20.99,20.99,7283032,04-09-2008,HarperCollins Publishers,256
The Little Book of Common Sense Investing,John C. Bogle,https://www.booktopia.com.au/book/9781119404514.html,ePUB,29.99,29.99,1119404517,22-09-2017,Wiley,304
Forever Dreams,Leeanna Morgan,https://www.booktopia.com.au/book/9780994105455.html,ePUB,9.99,9.99,994105452,02-10-2018,Rogan Press,
Common Sense,Thomas Paine,https://www.booktopia.com.au/book/9780553898415.html,ePUB,3.99,3.99,553898418,03-02-2004,Random House Publishing Group,
Father Unknown,Lesley Pearse,https://www.booktopia.com.au/book/9780141924601.html,ePUB,15.99,15.99,141924608,06-07-2006,Penguin Books Ltd,416
Seeing Around Corners,Rita McGrath,https://www.booktopia.com.au/book/9780358018971.html,ePUB,26.99,26.99,358018978,03-09-2019,HarperCollins,
The Coddling of the American Mind,Jonathan Haidt,https://www.booktopia.com.au/book/9780241308363.html,ePUB,16.99,16.99,241308364,04-09-2018,Penguin Books Ltd,400
Dead Until Dark : A True Blood Novel,Charlaine Harris,https://www.booktopia.com.au/book/9780575089372.html,ePUB,11.99,11.99,575089377,25-02-2010,Orion,352
The Witches,Roald Dahl,https://www.booktopia.com.au/book/9780141930176.html,ePUB,9.99,9.99,141930179,06-09-2007,Penguin Random House Children's UK,224
The Brothers of Brigadier Station,Sarah Williams,https://www.booktopia.com.au/book/9780648046219.html,ePUB,0.99,0.99,648046214,09-08-2017,Serenade Publishing,234
Home,Julie Andrews,https://www.booktopia.com.au/book/9781401395421.html,ePUB,21.99,21.99,1401395422,01-04-2008,Hachette Books,352
Find Me,André Aciman,https://www.booktopia.com.au/book/9780571356515.html,ePUB,16.49,14.99,571356516,29-10-2019,Faber & Faber,256
Dark Tales,Shirley Jackson,https://www.booktopia.com.au/book/9780241295434.html,ePUB,15.99,15.99,241295432,06-10-2016,Penguin Books Ltd,176
Hornblower and the Hotspur,C.S. Forester,https://www.booktopia.com.au/book/9780141930459.html,ePUB,15.99,15.99,141930454,05-10-2006,Penguin Books Ltd,304
The Hangman's Song,James Oswald,https://www.booktopia.com.au/book/9781405913195.html,ePUB,14.99,14.99,1405913193,27-02-2014,Penguin Books Ltd,400
Star Wars Omnibus Knights of the Old Republic Vol. 1,John Jackson Miller,https://www.booktopia.com.au/book/9781302453640.html,ePUB,29.33,23.99,1302453645,25-03-2015,Marvel Entertainment,
The Fifth Elephant,Terry Pratchett,https://www.booktopia.com.au/book/9781407035208.html,ePUB,15.99,15.99,1407035207,04-09-2008,Transworld,464
Cruel And Unusual,Patricia Cornwell,https://www.booktopia.com.au/book/9780748109357.html,ePUB,11.99,11.99,748109358,04-09-2008,"Little, Brown Book Group",448
Murder Most Unladylike,Robin Stevens,https://www.booktopia.com.au/book/9780141369778.html,ePUB,9.99,9.99,141369779,25-02-2016,Penguin Random House Children's UK,352
Measure What Matters,John Doerr,https://www.booktopia.com.au/book/9780241983881.html,ePUB,18.99,18.99,241983886,24-04-2018,Penguin Books Ltd,320
The Bracelet,Fredrica Alleyn,https://www.booktopia.com.au/book/9780753541593.html,Paperback,32.99,26.95,753541599,15-04-2013,RANDOM HOUSE UK,320
Macbeth,William Shakespeare,https://www.booktopia.com.au/book/9780486113036.html,ePUB,1.45,1.45,486113035,03-02-2012,Dover Publications,96
The Traitor God,Cameron Johnston,https://www.booktopia.com.au/book/9780857667809.html,Paperback,19.99,18.8,857667804,01-06-2018,Watkins,400
A Narrow Margin of Error,Faith Martin,https://www.booktopia.com.au/book/9780719811135.html,ePUB,5.49,4.5,719811139,30-07-2013,Robert Hale,224
Feet Of Clay,Terry Pratchett,https://www.booktopia.com.au/book/9781407035024.html,ePUB,14.99,14.99,1407035029,16-12-2008,Transworld,416
The Water Cure,Sophie Mackintosh,https://www.booktopia.com.au/book/9780241983027.html,ePUB,15.99,15.99,241983029,24-05-2018,Penguin Books Ltd,240
Percy Jackson and the Lightning Thief (Book 1),Rick Riordan,https://www.booktopia.com.au/book/9780141924403.html,ePUB,12.99,12.99,141924403,01-05-2008,Penguin Random House Children's UK,384
The Demigod Diaries,Rick Riordan,https://www.booktopia.com.au/book/9780141344751.html,ePUB,14.99,14.99,014134475X,06-09-2012,Penguin Random House Children's UK,256
Dani's Story,Diane Lierow,https://www.booktopia.com.au/book/9780718158293.html,ePUB,14.99,14.99,718158296,29-09-2011,Penguin Books Ltd,288
The Unmarried Mother,Sheila Tofield,https://www.booktopia.com.au/book/9781405911351.html,ePUB,14.99,14.99,1405911352,28-03-2013,Penguin Books Ltd,240
Always Managing,Harry Redknapp,https://www.booktopia.com.au/book/9781407060736.html,ePUB,18.99,18.99,1407060732,10-10-2013,Ebury Publishing,432
The Brightest Star in the Sky,Marian Keyes,https://www.booktopia.com.au/book/9780141958309.html,ePUB,15.99,15.99,141958308,30-10-2009,Penguin Books Ltd,640
Scaredy Cat,Mark Billingham,https://www.booktopia.com.au/book/9780748109524.html,ePUB,11.99,11.99,748109528,04-09-2008,"Little, Brown Book Group",480
The Pioppi Diet,Dr Aseem Malhotra,https://www.booktopia.com.au/book/9781405932677.html,ePUB,14.99,14.99,1405932678,29-06-2017,Penguin Books Ltd,288
Love Like Blood,Mark Billingham,https://www.booktopia.com.au/book/9780751566925.html,Paperback,22.99,20.4,751566926,13-03-2018,Little Brown,512
Enemy of Mine,Brad Taylor,https://www.booktopia.com.au/book/9781101606605.html,ePUB,14.25,14.25,1101606606,15-01-2013,Penguin Publishing Group,400
Three Daughters of Eve,Elif Shafak,https://www.booktopia.com.au/book/9780241978870.html,ePUB,15.99,15.99,241978874,02-02-2017,Penguin Books Ltd,368
The Break,Marian Keyes,https://www.booktopia.com.au/book/9781405918770.html,ePUB,15.99,15.99,1405918772,07-09-2017,Penguin Books Ltd,400
Dark Age,Pierce Brown,https://www.booktopia.com.au/book/9780425285947.html,Hardcover,46.95,46.95,425285944,30-07-2019,Del Rey Books,800
Crucial Conversations,Kerry Patterson,https://www.booktopia.com.au/book/9780071771320.html,Paperback,52.25,52.25,71771328,16-09-2011,McGraw Hill,272
Dottir,Katrin Davidsdottir,https://www.booktopia.com.au/book/9781250142658.html,ePUB,19.51,15.99,1250142652,06-08-2019,St. Martin's Publishing Group,
The Woman Who Stole My Life,Marian Keyes,https://www.booktopia.com.au/book/9780718179571.html,ePUB,15.99,15.99,718179579,06-11-2014,Penguin Books Ltd,500
Margaret Thatcher,Charles Moore,https://www.booktopia.com.au/book/9780241324752.html,ePUB,19.99,19.99,241324750,03-10-2019,Penguin Books Ltd,880
Last Man Off,Matt Lewis,https://www.booktopia.com.au/book/9780241967454.html,ePUB,16.99,16.99,241967457,10-07-2014,Penguin Books Ltd,256
The Silk Merchant's Daughter,Dinah Jefferies,https://www.booktopia.com.au/book/9780241975909.html,ePUB,15.99,15.99,241975905,25-02-2016,Penguin Books Ltd,400
Iron Lake (20th Anniversary Edition),William Kent Krueger,https://www.booktopia.com.au/book/9780671036904.html,ePUB,14.99,14.99,671036904,01-01-2000,Atria Books,336
